Barcode10_unique1;size=45;	cluster_0	Barcode10_unique1;size=45;
Barcode10_unique2;size=43;	cluster_1	Barcode10_unique2;size=43;
Barcode10_unique3;size=36;	cluster_2	Barcode10_unique3;size=36;
Barcode10_unique4;size=34;	cluster_3	Barcode10_unique4;size=34;
